# ,	-5.15329159449778
# CD	-0.00579711768432596
$ CD	-0.00984127826411815
$ JJ	-4.6260862751519
'' $	-9.06531459992592
'' $$	-1.1215319074673
'' ''	-5.03996290919078
'' ,	-7.11940445087061
'' -LRB-	-4.98777715602021
'' -RRB-	-5.4543966872817
'' .	-6.12087562075948
'' :	-4.68328796525204
'' CC	-3.3482868985197
'' CD	-6.23210125586971
'' DT	-3.29387347679591
'' FW	-8.37216741936598
'' IN	-2.44524139339557
'' JJ	-5.00487158937951
'' JJR	-8.37216741936598
'' JJS	-9.06531459992592
'' MD	-5.4543966872817
'' NN	-3.32231141211644
'' NNP	-2.7737454603676
'' NNPS	-9.06531459992592
'' NNS	-4.0283619975123
'' PRP	-2.51566385769211
'' PRP$	-6.42625727031067
'' RB	-4.81681935787657
'' TO	-4.19778014947034
'' VB	-6.50036524246439
'' VBD	-2.3732308574193
'' VBG	-4.76124950672176
'' VBN	-5.23667320343683
'' VBP	-5.73311008975072
'' VBZ	-2.10876915677436
'' WDT	-4.74782648638961
'' WP	-6.50036524246439
'' WP$	-7.45587668749182
'' WRB	-5.7694777339216
'' ``	-5.88726076957798
, $	-6.42205356685273
, $$	-8.80979646818709
, ''	-2.84536059346702
, -LRB-	-8.06258206635687
, :	-9.9084087568552
, CC	-2.38546783878283
, CD	-3.86894801147896
, DT	-2.01247628719879
, EX	-5.95716503827377
, FW	-8.06258206635687
, IN	-2.44332602045565
, JJ	-3.17302470381385
, JJR	-6.41190119538872
, JJS	-6.92948360161759
, LS	-9.9084087568552
, MD	-4.59520277781341
, NN	-3.01915694943762
, NNP	-2.06325378278867
, NNPS	-6.84813796216363
, NNS	-3.64501049426357
, PDT	-8.44207168806177
, PRP	-3.18658153026113
, PRP$	-5.49359229935832
, RB	-2.90473742104323
, RBR	-7.15687344381325
, RBS	-7.91597859216499
, RP	-9.39758313308921
, TO	-4.6596318358673
, UH	-7.87152682959416
, VB	-5.58648604625102
, VBD	-2.93517789591415
, VBG	-3.11906170892336
, VBN	-3.8801302366245
, VBP	-4.74552936120226
, VBZ	-3.45635980241797
, WDT	-3.32039971057869
, WP	-4.39632500080555
, WP$	-6.11667191730155
, WRB	-4.79843101942668
, ``	-4.31742177634434
-LRB- $	-1.7815522356052
-LRB- CC	-3.6285743835083
-LRB- CD	-3.35232100688014
-LRB- DT	-2.6420793929609
-LRB- EX	-6.71961683686662
-LRB- FW	-6.02646965630667
-LRB- IN	-2.47829008429587
-LRB- JJ	-3.06895859557288
-LRB- JJR	-6.31415172875845
-LRB- LS	-6.71961683686662
-LRB- MD	-6.71961683686662
-LRB- NN	-2.7493249233145
-LRB- NNP	-1.10831521500458
-LRB- NNPS	-6.31415172875845
-LRB- NNS	-4.11692715142223
-LRB- PDT	-7.41276401742656
-LRB- PRP	-3.91625645596008
-LRB- PRP$	-5.46685386837125
-LRB- RB	-3.52094371931594
-LRB- TO	-5.46685386837125
-LRB- UH	-5.62100454819851
-LRB- VB	-4.32172156406825
-LRB- VBD	-6.71961683686662
-LRB- VBG	-4.84781465996503
-LRB- VBN	-3.85741595593715
-LRB- VBP	-7.41276401742656
-LRB- VBZ	-7.41276401742656
-LRB- WDT	-4.92785736763856
-LRB- WP	-5.21553944009034
-LRB- WRB	-6.02646965630667
-LRB- ``	-3.6285743835083
-RRB- $	-7.42297125104942
-RRB- $$	-2.28717281399916
-RRB- ,	-1.79535013735878
-RRB- -LRB-	-7.42297125104942
-RRB- .	-1.97193279748372
-RRB- :	-2.5709409871298
-RRB- CC	-2.95706313239484
-RRB- CD	-4.85802189358788
-RRB- DT	-3.63878161713116
-RRB- FW	-7.42297125104942
-RRB- IN	-2.2026154259711
-RRB- JJ	-4.28747703512027
-RRB- JJR	-7.42297125104942
-RRB- MD	-3.89661072643326
-RRB- NN	-3.02852209637698
-RRB- NNP	-3.27983652465789
-RRB- NNS	-3.86762318956001
-RRB- PRP	-5.02507597825105
-RRB- PRP$	-7.42297125104942
-RRB- RB	-4.16487471302794
-RRB- TO	-3.83945231259331
-RRB- VB	-4.85802189358788
-RRB- VBD	-3.29583686600433
-RRB- VBG	-5.63121178182137
-RRB- VBN	-5.02507597825105
-RRB- VBP	-3.83945231259331
-RRB- VBZ	-3.04094461637554
-RRB- WDT	-5.34352970936958
-RRB- WP	-6.03667688992953
-RRB- ``	-6.72982407048948
. $$	-0.0725788607522052
. ''	-2.82529959691177
. ,	-9.69500680825638
. -LRB-	-6.63473601356481
. -RRB-	-5.24844165244492
. .	-8.84770894786917
. :	-9.00185962769643
. CC	-10.7936190969245
. CD	-9.18418118449038
. DT	-9.4073247358046
. FW	-10.7936190969245
. IN	-8.84770894786917
. JJ	-8.84770894786917
. MD	-10.7936190969245
. NN	-7.90324733902832
. NNP	-6.4115924622506
. NNPS	-9.18418118449038
. NNS	-9.18418118449038
. PRP	-10.7936190969245
. RB	-9.4073247358046
. TO	-10.7936190969245
. UH	-10.1004719163645
. VB	-8.22866973946295
. VBD	-10.1004719163645
. VBN	-10.7936190969245
. VBP	-10.7936190969245
. VBZ	-10.7936190969245
. WP	-10.1004719163645
. ``	-7.61556526657654
: #	-8.00553388690167
: $	-3.82348374426046
: $$	-2.6372241485336
: ''	-6.61923952578178
: ,	-7.08924315502751
: -LRB-	-7.6000687787935
: .	-3.9982007016692
: :	-6.5014564901254
: CC	-2.73510172384317
: CD	-2.13906582996837
: DT	-2.20795753295911
: EX	-6.30078579466324
: FW	-8.00553388690167
: IN	-2.55235180979272
: JJ	-3.28703501560657
: JJR	-5.75424208829517
: JJS	-6.90692159823356
: LS	-6.5014564901254
: MD	-4.72838915390949
: NN	-3.23909555331746
: NNP	-2.34257340676572
: NNPS	-6.7527709184063
: NNS	-3.58068725504486
: PDT	-7.6000687787935
: PRP	-3.234849262436
: PRP$	-4.98510900075731
: RB	-2.91485588513188
: RBR	-7.31238670634172
: RBS	-7.31238670634172
: SYM	-8.69868106746161
: TO	-4.50902632543519
: UH	-8.00553388690167
: VB	-4.35487564560793
: VBD	-3.9982007016692
: VBG	-3.85449398100302
: VBN	-4.39461597425744
: VBP	-4.40822162631322
: VBZ	-4.13433287599378
: WDT	-4.50902632543519
: WP	-5.1433330059722
: WP$	-8.69868106746161
: WRB	-5.17232054284545
: ``	-2.72487145559235
CC #	-8.90177508860798
CC $	-3.93022718321977
CC ,	-4.88089767826775
CC -LRB-	-7.98548435673382
CC -RRB-	-9.59492226916792
CC :	-8.09084487239165
CC CC	-8.34215930067256
CC CD	-3.12412276538532
CC DT	-2.17284747716554
CC EX	-5.65334046149823
CC FW	-9.18945716105976
CC IN	-2.96754248745513
CC JJ	-2.22343297395365
CC JJR	-4.577642432353
CC JJS	-6.17719558555456
CC LS	-9.59492226916792
CC MD	-4.53867646381962
CC NN	-2.13270732939973
CC NNP	-1.82132780180773
CC NNPS	-5.71335847122449
CC NNS	-2.64410750072534
CC PDT	-7.3976976918317
CC PRP	-3.27775758242064
CC PRP$	-4.06351102045251
CC RB	-2.95831976068636
CC RBR	-5.93136062303828
CC RBS	-7.02997291170639
CC RP	-9.18945716105976
CC TO	-4.90357438693878
CC UH	-9.59492226916792
CC VB	-3.41905499906216
CC VBD	-3.26966765065867
CC VBG	-3.86320042582248
CC VBN	-4.23598028080345
CC VBP	-4.43586696995339
CC VBZ	-3.78079173734286
CC WDT	-6.85408224524272
CC WP	-6.14493472333634
CC WP$	-8.34215930067256
CC WRB	-5.5173848252622
CC ``	-5.13477785523009
CD $	-9.32511889861227
CD $$	-7.41557639372783
CD ''	-7.62037080637384
CD ,	-2.33532290929392
CD -LRB-	-6.26876200324184
CD -RRB-	-4.74783391611371
CD .	-2.62438778906446
CD :	-4.92758807740242
CD CC	-4.1007172150144
CD CD	-1.61524993281837
CD DT	-3.54129371628253
CD FW	-10.0182660791722
CD IN	-2.41661390073958
CD JJ	-3.29684037838157
CD JJR	-6.15753636813162
CD JJS	-7.15606519824274
CD MD	-6.15753636813162
CD NN	-1.58445449669503
CD NNP	-4.31115581442334
CD NNPS	-7.04785161360251
CD NNS	-1.85318682036715
CD POS	-7.21490569826568
CD PRP	-7.21490569826568
CD PRP$	-9.32511889861227
CD RB	-5.44872307082727
CD RBR	-8.63197171805232
CD RBS	-8.51418868239594
CD SYM	-9.61280097106405
CD TO	-3.31507796593135
CD VB	-10.7114132597322
CD VBD	-5.08379214604152
CD VBG	-6.38067991944583
CD VBN	-5.76977083712285
CD VBP	-6.65097024918574
CD VBZ	-5.94072863526649
CD WDT	-7.185052735116
CD WP	-8.31351798693379
CD WP$	-10.7114132597322
CD WRB	-7.27742605524701
CD ``	-7.27742605524701
DT #	-8.95834219350787
DT $	-4.70327518629527
DT $$	-9.44385000928957
DT ''	-9.91385363853531
DT ,	-6.09394592201496
DT -LRB-	-7.65209054006151
DT -RRB-	-10.1369971898495
DT .	-6.45438734874917
DT :	-7.9397726125133
DT CC	-7.24662543195335
DT CD	-3.75349055496551
DT DT	-6.40529773855265
DT FW	-8.43224909761109
DT IN	-4.64393574650897
DT JJ	-1.53133535044567
DT JJR	-5.20072631104212
DT JJS	-4.67104898191753
DT MD	-6.14801314328524
DT NN	-0.746901049902109
DT NNP	-2.17597572396615
DT NNPS	-5.3986081600752
DT NNS	-2.61203129639737
DT PDT	-11.5232915509694
DT POS	-10.4246792623013
DT PRP	-7.65209054006151
DT PRP$	-7.34890428107377
DT RB	-4.58500706695245
DT RBR	-6.31928486389261
DT RBS	-5.8743173128082
DT RP	-9.57738140191409
DT TO	-8.15599572098293
DT UH	-10.8301443704095
DT VB	-8.34523772062146
DT VBD	-6.07225309740371
DT VBG	-4.8176524561094
DT VBN	-4.77805520148504
DT VBP	-6.36423625175488
DT VBZ	-4.83743060390105
DT WDT	-8.43224909761109
DT WP	-7.12884239629697
DT WRB	-11.5232915509694
DT ``	-5.15510436461891
EX ,	-5.5956403160365
EX DT	-6.28878749659644
EX MD	-2.5160265585018
EX POS	-4.41698531969485
EX PRP	-6.98193467715639
EX RB	-3.80388084680844
EX TO	-6.98193467715639
EX VB	-6.28878749659644
EX VBD	-1.6987309484184
EX VBP	-1.4929969509997
EX VBZ	-0.763334557464659
EX WP	-6.28878749659644
FW $	-4.88280192258637
FW ''	-2.86789890204411
FW ,	-2.31785256512483
FW -LRB-	-4.18965474202643
FW -RRB-	-4.88280192258637
FW .	-2.20865327315984
FW :	-4.47733681447821
FW CC	-4.18965474202643
FW DT	-4.88280192258637
FW FW	-1.40156183325068
FW IN	-3.630038954091
FW JJ	-3.630038954091
FW MD	-4.88280192258637
FW NN	-2.63151012397988
FW NNP	-1.62470538456489
FW NNS	-3.49650756146648
FW POS	-4.88280192258637
FW TO	-4.18965474202643
FW VBN	-5.57594910314632
FW VBP	-5.57594910314632
FW VBZ	-3.49650756146648
FW ``	-5.57594910314632
IN #	-7.41901916286252
IN $	-3.58621728488916
IN $$	-8.1259596655548
IN ''	-8.76503962484447
IN ,	-6.01574646520821
IN -LRB-	-8.15413054252149
IN -RRB-	-9.51225402667469
IN .	-6.23720793033943
IN :	-8.45138206598943
IN CC	-6.67252600159728
IN CD	-2.81535696262869
IN DT	-1.11477072610855
IN EX	-6.49999245116949
IN FW	-8.61843615065259
IN IN	-3.90972528572366
IN JJ	-2.39920240342213
IN JJR	-5.30922115870209
IN JJS	-5.36033961263111
IN LS	-11.7094786040109
IN MD	-9.0014284029087
IN NN	-2.22378180927358
IN NNP	-1.89372996578279
IN NNPS	-6.35289232933889
IN NNS	-2.8277811975416
IN PDT	-6.58551462460765
IN POS	-10.323184242891
IN PRP	-3.50044233823584
IN PRP$	-3.33085806245861
IN RB	-4.25129244667042
IN RBR	-7.2321417895327
IN RBS	-8.61843615065259
IN RP	-11.016331423451
IN SYM	-11.016331423451
IN TO	-6.09635049762284
IN UH	-11.7094786040109
IN VB	-7.68412691327576
IN VBD	-7.30275935674665
IN VBG	-3.48183589610648
IN VBN	-5.36735718528976
IN VBP	-8.30828122234875
IN VBZ	-7.44679872696959
IN WDT	-5.63413257292222
IN WP	-6.10000680882595
IN WP$	-10.323184242891
IN WRB	-6.43136394478039
IN ``	-5.18444894616745
JJ #	-9.28093196482683
JJ $	-5.92852474733411
JJ $$	-9.43508264465409
JJ ''	-5.34351972539387
JJ ,	-3.52745270762541
JJ -LRB-	-7.37669451217209
JJ -RRB-	-7.48917249559878
JJ .	-3.71367856864807
JJ :	-5.80189209640074
JJ CC	-4.05980423696992
JJ CD	-4.13177773659501
JJ DT	-5.62842015488377
JJ EX	-9.84054775276225
JJ FW	-8.9242570208881
JJ IN	-2.88138668572022
JJ JJ	-2.61197789529246
JJ JJR	-7.25655020033002
JJ JJS	-7.93100524787782
JJ MD	-7.89463760370694
JJ NN	-0.798714793746655
JJ NNP	-3.30276978895873
JJ NNPS	-6.4393503711001
JJ NNS	-1.45734320134933
JJ PDT	-10.5336949333222
JJ POS	-8.66189275642061
JJ PRP	-6.58245121474077
JJ PRP$	-8.23110984032815
JJ RB	-5.63585513337129
JJ RBR	-8.39362876982593
JJ RBS	-9.28093196482683
JJ RP	-9.14740057220231
JJ TO	-3.59589553299169
JJ UH	-11.2268421138821
JJ VB	-9.14740057220231
JJ VBD	-6.62167192789405
JJ VBG	-5.74204518039149
JJ VBN	-6.26399748362224
JJ VBP	-6.92277702067797
JJ VBZ	-6.57288176372462
JJ WDT	-9.02961753654593
JJ WP	-8.33647035598598
JJ WRB	-7.35564110297425
JJ ``	-6.17698610663261
JJR $	-6.91721043775289
JJR $$	-8.30350479887278
JJR ''	-6.35759464981747
JJR ,	-3.22210043388832
JJR -LRB-	-8.30350479887278
JJR -RRB-	-7.61035761831284
